,title,author,pub_year,avg_rate,num_rate,shelved,series_name,series_num
620,Rama Revealed,Arthur C. Clarke,1993,3.81,15855,632,Rama,4
621,The Waste Lands,Stephen King,1991,4.24,204824,630,The Dark Tower,3
622,Bloodline,Claudia Gray,2016,4.08,22172,629,,
623,Down and Out in the Magic Kingdom,Cory Doctorow,2003,3.56,12789,629,,
624,The Bone Clocks,David Mitchell,2014,3.84,91240,628,,
625,House Corrino,Brian Herbert,2001,3.72,15866,627,Prelude to Dune,3
626,Blue Remembered Earth,Alastair Reynolds,2012,3.88,10820,627,Poseidon's Children,1
627,Dragondrums,Anne McCaffrey,1979,4.09,34272,624,Harper Hall,3
628,Invasion of the Body Snatchers,Jack Finney,1955,3.9,21011,624,,
629,Where Late the Sweet Birds Sang,Kate Wilhelm,1976,3.85,9597,624,,
630,Shards of Earth,Adrian Tchaikovsky,2021,4.21,11862,623,The Final Architecture,1
631,Aurora Burning,Amie Kaufman,2020,4.29,28804,623,The Aurora Cycle,2
632,Behemoth,Scott Westerfeld,2010,4.17,38563,622,Leviathan,2
633,The Engines of God,Jack McDevitt,1994,3.83,9031,622,The Academy,1
634,On the Beach,Nevil Shute,1957,3.96,40353,622,,
635,Crosstalk,Connie Willis,2016,3.54,11209,620,,
636,The Snow Queen,Joan D. Vinge,1980,3.95,12219,620,The Snow Queen Cycle,1
637,The Number of the Beast,Robert A. Heinlein,1980,3.61,12250,620,,
638,Courageous,Jack Campbell,2007,3.99,17027,614,The Lost Fleet,3
639,Defy the Stars,Claudia Gray,2017,4.03,11782,614,Constellation,1
640,In Enemy Hands,David Weber,1997,4.24,15817,611,Honor Harrington,7
641,How Long 'til Black Future Month?,N.K. Jemisin,2018,4.29,14459,610,,
642,How to Stop Time,Matt Haig,2017,3.85,124327,609,,
643,Ice Planet Barbarians,Ruby Dixon,2015,3.68,76236,609,Ice Planet Barbarians,1
644,The Machine Stops,E.M. Forster,1909,4.07,13660,608,,
645,The Eye of Minds,James Dashner,2013,3.85,39254,603,The Mortality Doctrine,1
646,Diaspora,Greg Egan,1997,4.13,8296,603,,
647,Job: A Comedy of Justice,Robert A. Heinlein,1984,3.78,17465,603,,
648,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,1990,4.25,651848,601,,
649,Saving the World and Other Extreme Sports,James Patterson,2007,4.14,91144,599,Maximum Ride,3
650,Ignite Me,Tahereh Mafi,2014,4.45,265316,598,Shatter Me,3
651,Time Out of Joint,Philip K. Dick,1959,3.86,12841,597,,
652,First Meetings in Ender's Universe,Orson Scott Card,1999,3.84,13044,596,Ender's Saga,0.5
653,Sea of Rust,C. Robert Cargill,2017,4.07,10458,596,Sea of Rust,1
654,The Inverted World,Christopher Priest,1974,3.92,7931,595,,
655,I Will Fear No Evil,Robert A. Heinlein,1970,3.67,11443,595,,
656,Farnham's Freehold,Robert A. Heinlein,1964,3.57,11773,594,,
657,New Moon,Ian McDonald,2015,3.74,7370,593,Luna,1
658,Borders of Infinity,Lois McMaster Bujold,1989,4.25,10091,591,Vorkosigan Saga [Publication] ,5.1
659,Lost Stars,Claudia Gray,2015,4.28,24793,589,,
660,American War,Omar El Akkad,2017,3.79,34624,588,,
661,River of Blue Fire,Tad Williams,1998,4.03,15513,587,Otherland,2
662,Beggars in Spain,Nancy Kress,1993,3.93,7865,586,Sleepless,1
663,"Home: Habitat, Range, Niche, Territory",Martha Wells,2020,4.07,10970,585,The Murderbot Diaries,4.5
664,The Bicentennial Man and Other Stories,Isaac Asimov,1976,4.13,13471,585,,
665,Dandelion Wine,Ray Bradbury,1957,4.08,63720,585,Green Town,1
666,"Saga, Volume 9",Brian K. Vaughan,2018,4.57,27694,584,,
667,Time and Again,Jack Finney,1970,3.94,21182,580,Time,1
668,Hunters of Dune,Brian Herbert,2006,3.67,15056,578,Dune,7
669,The Mysterious Island,Jules Verne,1875,4.12,49651,577,,
670,Wires and Nerve,Marissa Meyer,2017,4.13,24513,575,Wires and Nerve,1
671,Those Left Behind,Joss Whedon,2006,4.04,27087,575,Serenity ,1
672,Against a Dark Background,Iain M. Banks,1993,4.11,15436,574,,
673,They Both Die at the End,Adam Silvera,2017,3.84,520098,572,,
674,Agent to the Stars,John Scalzi,2004,3.9,19945,571,,
675,Planet of Exile,Ursula K. Le Guin,1966,3.7,9655,571,Hainish Cycle,2
676,A Beautifully Foolish Endeavor,Hank Green,2020,4.25,36553,570,The Carls,2
677,Polaris Rising,Jessie Mihalik,2019,3.92,10510,570,Consortium Rebellion,1
678,Son,Lois Lowry,2012,3.99,93648,570,The Giver,4
679,Robot Dreams,Isaac Asimov,1986,4.16,10864,568,Robot,0.4
680,Wanderers,Chuck Wendig,2019,3.97,20291,568,,
681,Vox,Christina Dalcher,2018,3.54,69520,568,,
682,The Man Who Fell to Earth,Walter Tevis,1963,4.06,10756,567,,
683,Echoes of Honor,David Weber,1998,4.24,14637,567,Honor Harrington,8
684,A Game of Thrones,George R.R. Martin,1996,4.44,2280917,566,A Song of Ice and Fire,1
685,All the Weyrs of Pern,Anne McCaffrey,1991,4.2,24781,566,Pern,11
686,Sandworms of Dune,Brian Herbert,2007,3.67,12817,566,Dune,8
687,The Vital Abyss,James S.A. Corey,2015,3.89,13693,565,The Expanse,5.5
688,Dead Silence,S.A. Barnes,2022,3.82,9769,564,,
689,On a Sunbeam,Tillie Walden,2018,4.3,22339,562,,
690,The Heart Goes Last,Margaret Atwood,2015,3.39,62389,562,,
691,Never Fade,Alexandra Bracken,2013,4.22,89957,562,The Darkest Minds,2
692,The Bone Season,Samantha Shannon,2013,3.79,71725,561,The Bone Season,1
693,The Machine Crusade,Brian Herbert,2003,3.78,14517,561,Legends of Dune,2
694,Halting State,Charles Stross,2007,3.79,11817,560,Halting State,1
695,The Fall of Five,Pittacus Lore,2013,4.22,63808,559,Lorien Legacies,4
696,Wayward,Blake Crouch,2013,4.14,57905,558,Wayward Pines,2
697,The Many-Coloured Land,Julian  May,1981,4.07,12167,558,Saga of Pliocene Exile,1
698,Onyx,Jennifer L. Armentrout,2012,4.25,171766,557,Lux,2
699,The Testing,Joelle Charbonneau,2013,4.05,69116,556,The Testing,1
700,The Warlord of Mars,Edgar Rice Burroughs,1919,3.87,13712,555,Barsoom,3
701,The Tommyknockers,Stephen King,1987,3.58,140422,555,,
702,Gridlinked,Neal Asher,2001,3.97,11094,555,Agent Cormac ,1
703,Star Wars: A New Hope,George Lucas,1976,4.05,15925,554,Star Wars: Novelizations,4
704,Tin Stars,Jeff Lemire,2015,4.09,18095,554,Descender,1
705,A Fall of Moondust,Arthur C. Clarke,1961,3.88,9750,553,,
706,Hunger,Michael  Grant,2009,4.02,82330,553,Gone,2
707,Firestarter,Stephen King,1980,3.9,211663,553,,
708,Ashes of Victory,David Weber,2000,4.18,13992,553,Honor Harrington,9
709,The Force Awakens,Alan Dean Foster,2015,3.72,17251,552,Star Wars: Novelizations,7
710,The Hobbit,J.R.R. Tolkien,1937,4.28,3483063,552,,
711,Revenger,Alastair Reynolds,2016,3.81,10730,551,Revenger ,1
712,Specter of the Past,Timothy Zahn,1997,4.01,19090,551,Star Wars: The Hand of Thrawn Duology,1
713,Dreamsnake,Vonda N. McIntyre,1978,3.86,9743,551,,
714,Enclave,Ann Aguirre,2011,3.91,68682,550,Razorland,1
715,The Speed of Dark,Elizabeth Moon,2002,4.0,10501,550,,
716,Ahsoka,E.K. Johnston,2016,4.07,30470,549,,
717,Infinity Welcomes Careful Drivers,Grant Naylor,1989,4.07,26754,549,Red Dwarf ,1
718,Lagoon,Nnedi Okorafor,2014,3.63,7205,549,,
719,Century Rain,Alastair Reynolds,2004,3.94,9789,548,,
720,Valiant,Jack Campbell,2008,4.0,15682,547,The Lost Fleet,4
721,Gentleman Jole and the Red Queen,Lois McMaster Bujold,2016,3.82,8644,547,Vorkosigan Saga,16
722,The Future of Another Timeline,Annalee Newitz,2019,3.75,6782,545,,
723,Under the Skin,Michel Faber,2000,3.74,23574,545,,
724,Many Waters,Madeleine L'Engle,1962,3.97,45799,545,Time Quintet,4
725,Glasshouse,Charles Stross,2006,3.88,10845,544,,
726,Wilder Girls,Rory Power,2019,3.48,70468,543,,
727,Archenemies,Marissa Meyer,2018,4.28,65964,543,Renegades,2
728,Sand,Hugh Howey,2014,3.97,25900,542,The Sand Chronicles,1
729,Off Armageddon Reef,David Weber,2007,4.14,11380,542,Safehold,1
730,The Dreamers,Karen Thompson Walker,2019,3.64,37048,541,,
731,The Elite,Kiera Cass,2013,3.97,647678,541,The Selection,2
732,Shadow & Claw,Gene Wolfe,1994,4.02,17858,540,,
733,Orphans of the Sky,Robert A. Heinlein,1963,3.79,10282,540,,
734,Reboot,Amy Tintera,2013,3.89,32252,537,Reboot,1
735,Woman on the Edge of Time,Marge Piercy,1976,3.94,15726,535,,
736,The Tea Master and the Detective,Aliette de Bodard,2018,3.87,4706,534,,
737,One Word Kill,Mark  Lawrence,2019,3.75,18471,534,Impossible Times ,1
738,Genesis,Bernard Beckett,2006,3.89,12063,534,,
739,Moreta: Dragonlady of Pern,Anne McCaffrey,1983,4.01,27291,534,Pern,7
740,Fallen Dragon,Peter F. Hamilton,2001,4.08,13599,534,,
741,Red Planet,Robert A. Heinlein,1949,3.82,9750,534,,
742,Welcome to Night Vale,Joseph Fink,2015,3.83,37835,533,Welcome to Night Vale,1
743,Salvation,Peter F. Hamilton,2018,4.14,12553,532,Salvation Sequence,1
744,Quicksilver,Neal Stephenson,2003,3.91,40836,532,The Baroque Cycle,1
745,Killashandra,Anne McCaffrey,1985,4.06,14432,532,Crystal Singer ,2
746,The Gap Into Conflict: The Real Story,Stephen R. Donaldson,1990,3.71,9798,532,Gap,1
747,Timescape,Gregory Benford,1980,3.73,10624,532,,
748,The Terminal Man,Michael Crichton,1972,3.38,26405,532,,
749,Glitches,Marissa Meyer,2011,3.97,22697,531,The Lunar Chronicles,0.5
750,Dangerous Visions,Harlan Ellison,1967,4.18,8840,530,,
751,Shades of Grey,Jasper Fforde,2009,4.15,34796,530,Shades of Grey,1
752,Nova,Samuel R. Delany,1968,3.81,7397,530,,
753,City of Illusions,Ursula K. Le Guin,1967,3.9,7811,529,Hainish Cycle,3
754,Warm Bodies,Isaac Marion,2010,3.91,102745,528,Warm Bodies,1
755,The Phantom Menace,Terry Brooks,1999,3.61,17732,528,Star Wars: Novelizations,1
756,Jedi Search,Kevin J. Anderson,1994,3.67,16152,528,Star Wars: The Jedi Academy Trilogy,1
757,Calculating God,Robert J. Sawyer,2000,3.85,9065,528,,
758,Strange Dogs,James S.A. Corey,2017,4.04,12369,527,The Expanse,6.5
759,"William Shakespeare's Star Wars: Verily, A New Hope",Ian Doescher,2013,3.94,19066,527,William Shakespeare's Star Wars,4
760,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,1985,4.14,122808,527,,
761,Summer Frost,Blake Crouch,2019,4.09,17685,525,,
762,Last and First Men,Olaf Stapledon,1930,3.79,5555,525,,
763,Relentless,Jack Campbell,2009,4.08,16615,524,The Lost Fleet,5
764,Freedom™,Daniel Suarez,2010,4.27,27026,524,Daemon,2
765,The Ringworld Throne,Larry Niven,1996,3.54,10553,524,Ringworld,3
766,Honor's Knight,Rachel Bach,2014,3.98,9126,523,Paradox,2
767,Path of Destruction,Drew Karpyshyn,2006,4.32,26221,522,Star Wars: Darth Bane,1
768,Valor's Choice,Tanya Huff,2000,3.99,7938,521,Confederation,1
769,All Tomorrow's Parties,William Gibson,1999,3.92,15624,520,Bridge,3
770,The Lives of Tao,Wesley Chu,2013,3.74,8376,519,Tao,1
771,State of Fear,Michael Crichton,2004,3.7,84034,519,,
772,Permutation City,Greg Egan,1994,4.08,9099,519,Subjective Cosmology ,2
773,Mountain of Black Glass,Tad Williams,1999,4.07,15192,518,Otherland,3
774,The People of Sparks,Jeanne DuPrau,2004,3.69,55597,518,Book of Ember,2
775,Halo: The Fall of Reach,Eric S. Nylund,2001,4.25,26913,517,,
776,"Fall or, Dodge in Hell",Neal Stephenson,2019,3.56,16235,516,,
777,A Prayer for the Crown-Shy,Becky  Chambers,2022,4.48,11912,513,Monk & Robot,2
778,War of Honor,David Weber,2002,4.13,12683,513,Honor Harrington,10
779,"Paper Girls, Volume 3",Brian K. Vaughan,2017,4.07,20704,512,,
780,The Wild Robot,Peter  Brown,2016,4.05,48817,511,The Wild Robot,1
781,Deadline,Mira Grant,2011,4.1,25307,510,Newsflesh,2
782,Wizard and Glass,Stephen King,1997,4.25,183140,510,The Dark Tower,4
783,In the Garden of Iden,Kage Baker,1997,3.77,5359,509,The Company,1
784,The Battle of Corrin,Brian Herbert,2004,3.77,12743,509,Legends of Dune,3
785,Unlocked: An Oral History of Haden's Syndrome,John Scalzi,2014,3.96,8102,508,Lock In,0.5
786,Goliath,Scott Westerfeld,2011,4.23,31161,508,Leviathan,3
787,Micro,Michael Crichton,2011,3.47,33837,507,,
788,InterWorld,Neil Gaiman,2007,3.54,20911,507,InterWorld,1
789,The Long Mars,Terry Pratchett,2014,3.75,14412,506,The Long Earth,3
790,Requiem,Lauren Oliver,2013,3.74,141654,505,Delirium,3
791,Spook Country,William Gibson,2007,3.71,19662,505,Blue Ant,2
792,WWW: Wake,Robert J. Sawyer,2009,3.81,7735,504,WWW,1
793,14,Peter Clines,2012,3.96,34076,504,Threshold,1
794,Bird Box,Josh Malerman,2014,4.04,170187,503,Bird Box,1
795,Victorious,Jack Campbell,2010,4.1,15830,503,The Lost Fleet,6
796,Farmer in the Sky,Robert A. Heinlein,1950,3.77,9161,503,,
797,Bellwether,Connie Willis,1996,3.92,11911,503,,
798,The Kraken Wakes,John Wyndham,1953,3.77,8311,502,,
799,Vision of the Future,Timothy Zahn,1997,4.09,16816,501,Star Wars: The Hand of Thrawn Duology,2
800,The Final Warning,James Patterson,2008,3.85,68645,501,Maximum Ride,4
801,Brightness Reef,David Brin,1995,3.9,10089,500,Uplift Storm Trilogy,1
802,Who Fears Death,Nnedi Okorafor,2010,3.95,22637,499,Who Fears Death,1
803,The Best of All Possible Worlds,Karen Lord,2013,3.59,4614,499,,
804,Hidden Empire,Kevin J. Anderson,2002,3.79,8352,499,The Saga of Seven Suns,1
805,Legion,Brandon Sanderson,2012,4.14,38148,498,Legion,1
806,Beyond the Blue Event Horizon,Frederik Pohl,1980,3.95,12735,498,Heechee Saga,2
807,Splinter of the Mind's Eye,Alan Dean Foster,1978,3.26,10292,498,,
808,I Sing the Body Electric! & Other Stories,Ray Bradbury,1969,4.05,11849,497,,
809,The Arctic Incident,Eoin Colfer,2002,3.96,149305,497,Artemis Fowl,2
810,A Big Ship at the Edge of the Universe,Alex White,2018,3.8,6135,495,The Salvagers,1
811,Glory Road,Robert A. Heinlein,1963,3.78,12977,495,,
812,Brilliance,Marcus Sakey,2013,3.98,31690,493,Brilliance Saga,1
813,Logan's Run,William F. Nolan,1967,3.65,11123,491,,
814,Podkayne of Mars,Robert A. Heinlein,1963,3.66,8658,491,,
815,The Color of Magic,Terry Pratchett,1983,4.0,356940,491,Discworld,1
816,The Thousandth Floor,Katharine McGee,2016,3.67,39890,490,The Thousandth Floor,1
817,The Past Through Tomorrow,Robert A. Heinlein,1967,4.17,16248,490,Future History,1
818,Little Fuzzy,H. Beam Piper,1962,4.02,9599,489,Fuzzy Sapiens,1
819,The Last Town,Blake Crouch,2014,4.09,53091,489,Wayward Pines,3
820,Rubinrot,Kerstin Gier,2009,4.12,138563,489,Edelstein-Trilogie,1
821,Wolves of the Calla,Stephen King,2003,4.19,171254,488,The Dark Tower,5
822,The Yiddish Policemen's Union,Michael Chabon,2007,3.71,74019,488,,
823,The Fireman,Joe Hill,2016,3.91,56036,487,,
824,Influx,Daniel Suarez,2014,3.93,16372,487,,
825,Sea of Silver Light,Tad Williams,2001,4.14,13590,487,Otherland,4
826,Dr. Bloodmoney,Philip K. Dick,1965,3.69,8205,486,,
827,Cyteen,C.J. Cherryh,1988,4.0,9864,486,Cyteen,1
828,LIFEL1K3,Jay Kristoff,2018,3.96,9847,486,Lifelike,1
829,The Ones We're Meant to Find,Joan He,2021,3.59,8504,485,,
830,Earth Afire,Orson Scott Card,2013,4.06,14329,485,The First Formic War,2
831,The Accidental Time Machine,Joe Haldeman,2007,3.72,9096,485,,
832,Cloud Cuckoo Land,Anthony Doerr,2021,4.28,117026,484,,
833,Drive,James S.A. Corey,2012,4.02,9437,484,The Expanse,2.7
834,Unearthed,Amie Kaufman,2017,3.81,6936,484,Unearthed,1
835,Marque and Reprisal,Elizabeth Moon,2004,4.09,9917,484,Vatta's War,2
836,Saturn's Children,Charles Stross,2008,3.58,7393,484,Freyaverse ,1
837,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,1996,3.97,14504,483,,
838,Freedom's Landing,Anne McCaffrey,1995,3.96,10892,483,Catteni,1
839,Alienated,Melissa Landers,2014,3.9,22549,482,Alienated,1
840,Blackfish City,Sam J. Miller,2018,3.58,7485,481,,
841,Thirteen,Richard K. Morgan,2007,3.9,11605,481,,
842,At the Mountains of Madness,H.P. Lovecraft,1931,3.84,44558,480,,
843,The Penultimate Truth,Philip K. Dick,1964,3.78,8972,480,,
844,Alien,Alan Dean Foster,1979,4.09,19382,480,,
845,Dark Apprentice,Kevin J. Anderson,1994,3.63,13992,480,Star Wars: The Jedi Academy Trilogy,2
846,Shadows of the Empire,Steve Perry,1996,3.83,17145,480,,
847,Here and Now and Then,Mike Chen,2019,3.75,8256,479,,
848,Middlegame,Seanan McGuire,2019,4.03,24251,479,Alchemical Journeys,1
849,Horus Rising,Dan Abnett,2006,4.21,20844,478,The Horus Heresy,1
850,Starfish,Peter Watts,1999,3.95,7794,478,Rifters,1
851,The Gripping Hand,Larry Niven,1993,3.83,11266,475,Moties,2
852,This Immortal,Roger Zelazny,1966,3.92,10924,475,,
853,The Rook,Daniel O'Malley,2012,4.11,54185,474,The Checquy Files,1
854,Passage,Connie Willis,2001,3.7,8833,474,,
855,The One,Kiera Cass,2014,4.17,576260,472,The Selection,3
856,UnSouled,Neal Shusterman,2013,4.23,30909,472,Unwind,3
857,For Darkness Shows the Stars,Diana Peterfreund,2012,3.87,18346,472,For Darkness Shows the Stars,1
858,Dragon's Egg,Robert L. Forward,1980,4.14,7929,471,Cheela,1
859,Fledgling,Octavia E. Butler,2005,3.86,26149,470,,
860,The First Sister,Linden A. Lewis,2020,3.89,5360,469,The First Sister Trilogy,1
861,Pathfinder,Orson Scott Card,2010,4.0,22878,469,Pathfinder,1
862,The Masterharper of Pern,Anne McCaffrey,1998,4.25,23923,469,Pern,14
863,Chocky,John Wyndham,1968,3.84,9305,469,,
864,The Years of Rice and Salt,Kim Stanley Robinson,2002,3.74,12801,469,,
865,The Vanished Birds,Simon Jimenez,2020,4.07,5335,468,,
866,"Good Morning, Midnight",Lily Brooks-Dalton,2016,3.9,17223,468,,
867,Opal,Jennifer L. Armentrout,2012,4.26,143797,468,Lux,3
868,The Great Dune Trilogy,Frank Herbert,1979,4.37,59565,468,,
869,The Renegades of Pern,Anne McCaffrey,1989,3.89,19393,468,Pern,10
870,Pump Six and Other Stories,Paolo Bacigalupi,2008,4.04,8113,467,,
871,The Last Cuentista,Donna Barba Higuera,2021,4.17,9357,466,,
872,Their Fractured Light,Amie Kaufman,2015,4.11,13340,465,Starbound,3
873,Protector,Larry Niven,1973,4.07,9869,464,,
874,Champions of the Force,Kevin J. Anderson,1994,3.67,13271,464,Star Wars: The Jedi Academy Trilogy,3
875,Dreamcatcher,Stephen King,2001,3.64,165414,464,,
876,A Maze of Death,Philip K. Dick,1970,3.8,7776,463,,
877,Remnant Population,Elizabeth Moon,1996,4.09,4881,463,,
878,The Courtship of Princess Leia,Dave Wolverton,1994,3.6,13989,463,,
879,The Truce at Bakura,Kathy Tyers,1994,3.43,12305,462,,
880,Through the Ever Night,Veronica Rossi,2013,4.13,71881,462,Under the Never Sky,2
881,High-Rise,J.G. Ballard,1975,3.62,29933,461,,
882,Starters,Lissa Price,2012,3.89,42644,461,Starters,1
883,Man Plus,Frederik Pohl,1976,3.74,7877,461,Man Plus ,1
884,Lord of the Flies,William Golding,1954,3.69,2636060,460,,
885,Naked in Death,J.D. Robb,1995,4.13,181643,460,In Death,1
886,The Futurological Congress: From the Memoirs of Ijon Tichy,Stanisław Lem,1971,4.2,11229,460,,
887,Dying Inside,Robert Silverberg,1972,3.83,5971,459,,
888,Raven Stratagem,Yoon Ha Lee,2017,4.11,7975,459,The Machineries of Empire,2
889,A Wizard of Earthsea,Ursula K. Le Guin,1968,4.01,282091,459,Earthsea Cycle,1
890,Zoe's Tale,John Scalzi,2008,3.75,31536,458,Old Man's War,4
891,Her Smoke Rose Up Forever,James Tiptree Jr.,1990,4.21,3935,458,,
892,Earth,David Brin,1990,3.93,7204,458,,
893,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,2011,3.92,1156495,457,Miss Peregrine's Peculiar Children,1
894,The Fabulous Riverboat,Philip José Farmer,1971,3.88,9842,457,Riverworld ,2
895,Radiance,Catherynne M. Valente,2015,3.72,4506,456,,
896,The Abyss Beyond Dreams,Peter F. Hamilton,2014,4.22,11865,456,,
897,Mockingbird,Walter Tevis,1980,4.16,7483,456,,
898,Nightfall and Other Stories,Isaac Asimov,1969,4.27,13050,455,,
899,The Dolphins of Pern,Anne McCaffrey,1994,4.0,17569,455,Pern,12
900,Hard to Be a God,Arkady Strugatsky,1964,4.16,13056,454,,
901,Infomocracy,Malka Ann Older,2016,3.58,5600,454,The Centenal Cycle,1
902,The Revenge of Seven,Pittacus Lore,2014,4.26,46356,454,Lorien Legacies,5
903,The Anubis Gates,Tim Powers,1983,3.91,15391,454,,
904,A War of Gifts,Orson Scott Card,2007,3.68,16077,454,Ender's Saga,1.1
905,The Prisoner of Cell 25,Richard Paul Evans,2011,4.22,40894,454,Michael Vey,1
906,Ammonite,Nicola Griffith,1992,3.89,5142,454,,
907,The Gate to Women's Country,Sheri S. Tepper,1987,4.06,12889,454,,
908,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,2018,3.87,259859,453,,
909,The Rest of the Robots,Isaac Asimov,1964,4.09,5785,453,Robot,0.2
910,A Talent for War,Jack McDevitt,1989,3.76,6152,452,Alex Benedict,1
911,Randomize,Andy Weir,2019,3.5,19771,451,,
912,The Eternity Code,Eoin Colfer,2003,4.04,131876,451,Artemis Fowl,3
913,Soulless,Gail Carriger,2009,3.89,107404,451,Parasol Protectorate,1
914,Feersum Endjinn,Iain M. Banks,1994,3.83,10269,451,,
915,Revenge of the Sith,Matthew Woodring Stover,2005,4.22,16987,450,Star Wars: Novelizations,3
916,Nyxia,Scott Reintgen,2017,4.13,10068,449,The Nyxia Triad,1
917,Ten Thousand Skies Above You,Claudia Gray,2015,4.06,21564,449,Firebird,2
918,China Mountain Zhang,Maureen F. McHugh,1992,3.95,4128,449,,
919,The Long Walk,Richard Bachman,1979,4.09,157583,449,,
920,Starman Jones,Robert A. Heinlein,1953,3.86,8077,448,,
921,Titan,John Varley,1979,3.95,8334,448,Gaea,1
922,Shadow of the Hegemon,Orson Scott Card,2000,3.96,74693,448,The Shadow Series,2
923,The Pride of Chanur,C.J. Cherryh,1981,3.94,6718,448,Chanur,1
924,Harry Potter and the Philosopher's Stone,J.K. Rowling,1997,4.47,8826466,447,Harry Potter,1
925,Non-Stop,Brian W. Aldiss,1958,3.88,6085,447,,
926,Engaging the Enemy,Elizabeth Moon,2006,4.07,8933,447,Vatta's War,3
927,Jumper,Steven Gould,1992,3.92,14155,447,Jumper,1
928,Triplanetary,"E.E. ""Doc"" Smith",1948,3.65,6552,447,Lensman,1
929,"The Science Fiction Hall of Fame, Volume One, 1929-1964",Robert Silverberg,1970,4.34,5633,446,,
930,The Dog Stars,Peter Heller,2012,3.94,59141,445,,
931,Make Room! Make Room!,Harry Harrison,1966,3.72,7603,445,,
932,Tuf Voyaging,George R.R. Martin,1986,4.11,10713,444,,
